Ti,V,Fe,Co,Ni,Zr,Mo,Sn,W,CM_type,CM_morph,MS2_morph,CP_morph,SSA,C,Cation,Anion,P_low,P_high,CD,Cs,Cs_zscore
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,13.1,6.0,K,OH,0.0,0.4,3.0,308.0,-0.5233434475511183
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,13.1,6.0,K,OH,0.0,0.4,4.0,294.0,-0.5449265717437224
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,13.1,6.0,K,OH,0.0,0.4,5.0,290.0,-0.5510931786558949
False,False,False,True,False,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,113.9,2.0,K,OH,-0.1,0.4,1.0,936.0,0.44481383765997917
False,False,False,True,False,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,113.9,2.0,K,OH,-0.1,0.4,2.0,883.0,0.3631062960736923
False,False,False,True,False,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,113.9,2.0,K,OH,-0.1,0.4,5.0,810.0,0.2505657199265424
False,False,False,True,False,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,113.9,2.0,K,OH,-0.1,0.4,10.0,746.0,0.1519000093317809
False,False,False,True,False,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,113.9,2.0,K,OH,-0.1,0.4,20.0,686.0,0.05940090564919198
False,False,False,True,False,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,67.1,3.0,K,OH,0.0,0.45,1.0,427.0,-0.3398868919139836
False,False,False,True,False,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,67.1,3.0,K,OH,0.0,0.45,10.0,405.0,-0.37380322993093285
False,False,False,True,False,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,67.1,3.0,K,OH,0.0,0.45,20.0,383.0,-0.4077195679478821
False,False,False,False,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,201.4,3.0,K,OH,0.0,0.45,1.0,952.0,0.4694802653086696
False,False,False,False,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,201.4,3.0,K,OH,0.0,0.45,2.0,809.0,0.2490240681984993
False,False,False,False,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,201.4,3.0,K,OH,0.0,0.45,3.0,743.0,0.14727505414765146
False,False,False,False,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,201.4,3.0,K,OH,0.0,0.45,5.0,669.0,0.03319282627245845
False,False,False,False,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,201.4,3.0,K,OH,0.0,0.45,10.0,553.0,-0.1456387741805468
False,False,False,False,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,201.4,3.0,K,OH,0.0,0.45,20.0,442.0,-0.3167621159933363
False,False,False,True,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,78.4,3.0,K,OH,0.0,0.45,1.0,1731.0,1.6704269614542826
False,False,False,True,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,78.4,3.0,K,OH,0.0,0.45,2.0,1679.0,1.5902610715960388
False,False,False,True,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,78.4,3.0,K,OH,0.0,0.45,3.0,1640.0,1.530136654202356
False,False,False,True,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,78.4,3.0,K,OH,0.0,0.45,5.0,1571.0,1.4237626849673788
False,False,False,True,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,78.4,3.0,K,OH,0.0,0.45,10.0,1446.0,1.2310562189619851
False,False,False,True,True,False,False,False,False,NoCP,NoCP,nanoparticles,NoCP,78.4,3.0,K,OH,0.0,0.45,20.0,1330.0,1.0522246185089799
False,False,False,True,False,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,326.2,6.0,K,OH,0.0,0.36,0.5,703.0,0.08560898502592551
False,False,False,True,False,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,326.2,6.0,K,OH,0.0,0.36,10.0,510.0,-0.2119297984864022
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,58.2,2.0,K,OH,0.0,0.5,1.0,117.0,-0.8177989276073597
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,58.2,2.0,K,OH,0.0,0.5,2.0,102.0,-0.8409237035280069
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,58.2,2.0,K,OH,0.0,0.5,5.0,72.0,-0.8871732553693014
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,58.2,2.0,K,OH,0.0,0.5,10.0,44.0,-0.9303395037545096
False,False,False,True,False,False,True,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,60.1,2.0,K,OH,0.0,0.5,1.0,1038.0,0.6020623139203803
False,False,False,True,False,False,True,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,60.1,2.0,K,OH,0.0,0.5,2.0,980.0,0.5126465136938777
False,False,False,True,False,False,True,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,60.1,2.0,K,OH,0.0,0.5,5.0,867.0,0.3384398684250019
False,False,False,True,False,False,True,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,60.1,2.0,K,OH,0.0,0.5,10.0,738.0,0.13956679550743573
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,51.2,2.0,K,OH,0.0,0.5,1.0,464.0,-0.28284577797638705
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,51.2,2.0,K,OH,0.0,0.5,2.0,437.0,-0.3244703746335521
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,51.2,2.0,K,OH,0.0,0.5,5.0,367.0,-0.4323859955965725
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,51.2,2.0,K,OH,0.0,0.5,10.0,297.0,-0.540301616559593
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,253.8,6.0,K,OH,0.0,0.5,1.0,654.0,0.010068050351811221
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,253.8,6.0,K,OH,0.0,0.5,2.0,616.0,-0.048514715313828435
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,253.8,6.0,K,OH,0.0,0.5,5.0,571.0,-0.11788904307577014
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,253.8,6.0,K,OH,0.0,0.5,7.0,560.0,-0.13484721208424477
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,253.8,6.0,K,OH,0.0,0.5,10.0,544.0,-0.15951363973293514
False,False,False,True,False,False,False,False,False,CNT,3D porous,nanosheets,supported,15.7,2.0,K,OH,0.0,0.5,2.0,535.0,-0.17338850528532349
False,False,False,True,False,False,False,False,False,CNT,3D porous,nanosheets,supported,15.7,2.0,K,OH,0.0,0.5,3.0,496.0,-0.2335129226790063
False,False,False,True,False,False,False,False,False,CNT,3D porous,nanosheets,supported,15.7,2.0,K,OH,0.0,0.5,5.0,462.0,-0.28592908143247336
False,False,False,True,False,False,False,False,False,CNT,3D porous,nanosheets,supported,15.7,2.0,K,OH,0.0,0.5,10.0,324.0,-0.4986770199024279
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,109.3,6.0,K,OH,0.0,0.5,1.0,589.0,-0.09013931197099345
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,109.3,6.0,K,OH,0.0,0.5,3.0,552.0,-0.14718042590858996
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,109.3,6.0,K,OH,0.0,0.5,5.0,530.0,-0.18109676392553922
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,109.3,6.0,K,OH,0.0,0.5,7.0,507.0,-0.21655475367053165
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,109.3,6.0,K,OH,0.0,0.5,10.0,479.0,-0.25972100205573984
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,128.4,6.0,K,OH,0.0,0.5,1.0,822.0,0.2690655406630602
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,128.4,6.0,K,OH,0.0,0.5,3.0,753.0,0.16269157142808297
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,128.4,6.0,K,OH,0.0,0.5,5.0,713.0,0.101025502306357
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,128.4,6.0,K,OH,0.0,0.5,7.0,682.0,0.05323429873701939
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,128.4,6.0,K,OH,0.0,0.5,10.0,630.0,-0.02693159112122435
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,100.2,6.0,K,OH,0.0,0.5,1.0,448.0,-0.3075122056250774
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,100.2,6.0,K,OH,0.0,0.5,3.0,427.0,-0.3398868919139836
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,100.2,6.0,K,OH,0.0,0.5,5.0,406.0,-0.3722615782028897
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,100.2,6.0,K,OH,0.0,0.5,7.0,385.0,-0.4046362644917958
False,False,False,True,False,False,False,False,False,CNT,1D tubes,nanoparticles,interconnection,100.2,6.0,K,OH,0.0,0.5,10.0,348.0,-0.4616773784293923
False,False,False,True,False,False,False,False,False,derived carbon-based,3D special,nanoparticles,supported,98.1,2.0,K,OH,0.0,0.45,1.0,1246.0,0.9227258733533553
False,False,False,True,False,False,False,False,False,derived carbon-based,3D special,nanoparticles,supported,98.1,2.0,K,OH,0.0,0.45,2.0,1178.0,0.8178935558464212
False,False,False,True,False,False,False,False,False,derived carbon-based,3D special,nanoparticles,supported,98.1,2.0,K,OH,0.0,0.45,4.0,1088.0,0.6791449003225378
False,False,False,True,False,False,False,False,False,derived carbon-based,3D special,nanoparticles,supported,98.1,2.0,K,OH,0.0,0.45,8.0,957.0,0.47718852394888533
False,False,False,True,False,False,False,False,False,derived carbon-based,3D special,nanoparticles,supported,98.1,2.0,K,OH,0.0,0.45,16.0,787.0,0.21510773018155002
False,False,False,True,True,False,False,False,False,G-based,3D porous,irregular nanoparticles,supported,200.5,3.0,K,OH,0.0,0.43,1.0,2451.0,2.78041620564535
False,False,False,True,True,False,False,False,False,G-based,3D porous,irregular nanoparticles,supported,200.5,3.0,K,OH,0.0,0.43,2.0,2302.0,2.5507100981669204
False,False,False,True,True,False,False,False,False,G-based,3D porous,irregular nanoparticles,supported,200.5,3.0,K,OH,0.0,0.43,5.0,2024.0,2.1221309177709253
False,False,False,True,True,False,False,False,False,G-based,3D porous,irregular nanoparticles,supported,200.5,3.0,K,OH,0.0,0.43,10.0,1768.0,1.727468075391879
False,False,False,True,True,False,False,False,False,G-based,3D porous,irregular nanoparticles,supported,200.5,3.0,K,OH,0.0,0.43,20.0,1457.0,1.2480143879704597
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,111.3,2.0,K,OH,0.0,0.5,1.0,1008.0,0.5558127620790859
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,111.3,2.0,K,OH,0.0,0.5,2.0,964.0,0.4879800860451874
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,111.3,2.0,K,OH,0.0,0.5,5.0,873.0,0.3476897787932608
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,111.3,2.0,K,OH,0.0,0.5,8.0,788.0,0.21664938190959318
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,111.3,2.0,K,OH,0.0,0.5,10.0,740.0,0.14265009896352202
False,False,False,True,False,False,False,False,False,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,1.0,808.0,0.24748241647045616
False,False,False,True,False,False,False,False,False,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,3.0,750.0,0.15806661624395352
False,False,False,True,False,False,False,False,False,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,7.0,710.0,0.09640054712222755
False,False,False,True,False,False,False,False,False,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,13.0,690.0,0.06556751256136457
False,False,False,True,False,False,False,False,False,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,25.0,650.0,0.003901443439638626
False,False,False,True,False,False,False,False,False,derived carbon-based,0D QDs,irregular nanoparticles,supported,427.2,2.0,K,OH,-0.4,0.5,50.0,560.0,-0.13484721208424477
False,False,False,True,False,False,False,False,False,CNF,1D fibers,nanoparticles,supported,16.3,3.0,K,OH,0.0,0.45,1.0,518.0,-0.19959658466205701
False,False,False,True,False,False,False,False,False,CNF,1D fibers,nanoparticles,supported,16.3,3.0,K,OH,0.0,0.45,2.0,397.0,-0.38613644375527806
False,False,False,True,False,False,False,False,False,CNF,1D fibers,nanoparticles,supported,16.3,3.0,K,OH,0.0,0.45,3.0,331.0,-0.48788545780612586
False,False,False,True,False,False,False,False,False,CNF,1D fibers,nanoparticles,supported,16.3,3.0,K,OH,0.0,0.45,5.0,272.0,-0.5788429097606717
False,False,False,True,False,False,False,False,False,CNF,1D fibers,nanoparticles,supported,16.3,3.0,K,OH,0.0,0.45,10.0,215.0,-0.6667170582591311
False,False,False,True,False,False,False,False,False,CNF,1D fibers,nanoparticles,supported,22.4,3.0,K,OH,0.0,0.45,1.0,689.0,0.06402586083332143
False,False,False,True,False,False,False,False,False,CNF,1D fibers,nanoparticles,supported,22.4,3.0,K,OH,0.0,0.45,2.0,538.0,-0.16876355010119404
False,False,False,True,False,False,False,False,False,CNF,1D fibers,nanoparticles,supported,22.4,3.0,K,OH,0.0,0.45,3.0,456.0,-0.29517899180073226
False,False,False,True,False,False,False,False,False,CNF,1D fibers,nanoparticles,supported,22.4,3.0,K,OH,0.0,0.45,5.0,384.0,-0.40617791621983895
False,False,False,True,False,False,False,False,False,CNF,1D fibers,nanoparticles,supported,22.4,3.0,K,OH,0.0,0.45,10.0,317.0,-0.5094685819987299
False,False,False,True,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,1.0,1325.0,1.0445163598687641
False,False,False,True,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,2.0,1247.0,0.9242675250813985
False,False,False,True,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,3.0,1161.0,0.7916854764696877
False,False,False,True,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,5.0,1048.0,0.6174788312008118
False,False,False,True,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,8.0,918.0,0.41706410655520254
False,False,False,True,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,109.1,6.0,K,OH,0.0,0.5,10.0,860.0,0.3276483063286999
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,28.0,2.0,K,OH,0.0,0.4,0.5,146.0,-0.7730910274941084
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,28.0,2.0,K,OH,0.0,0.4,1.0,139.0,-0.7838825895904105
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,28.0,2.0,K,OH,0.0,0.4,2.0,125.0,-0.8054657137830146
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,28.0,2.0,K,OH,0.0,0.4,5.0,112.0,-0.8255071862475755
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,28.0,2.0,K,OH,0.0,0.4,10.0,72.0,-0.8871732553693014
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,8.0,2.0,K,OH,0.0,0.4,0.5,405.0,-0.37380322993093285
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,8.0,2.0,K,OH,0.0,0.4,1.0,385.0,-0.4046362644917958
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,8.0,2.0,K,OH,0.0,0.4,2.0,278.0,-0.5695929993924127
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,8.0,2.0,K,OH,0.0,0.4,5.0,200.0,-0.6898418341797784
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,8.0,2.0,K,OH,0.0,0.4,10.0,158.0,-0.7545912067575906
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,18.0,2.0,K,OH,0.0,0.4,0.5,825.0,0.2736904958471897
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,18.0,2.0,K,OH,0.0,0.4,1.0,782.0,0.20739947154133428
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,18.0,2.0,K,OH,0.0,0.4,2.0,550.0,-0.15026372936467625
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,18.0,2.0,K,OH,0.0,0.4,5.0,375.0,-0.4200527817722273
False,False,False,True,False,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,interconnection,18.0,2.0,K,OH,0.0,0.4,10.0,268.0,-0.5850095166728443
False,False,False,True,False,False,False,False,False,derived carbon-based,3D special,nanoparticles,supported,208.0,2.0,K,OH,0.0,0.45,2.0,513.0,-0.20730484330227278
False,False,False,True,False,False,False,False,False,derived carbon-based,3D special,nanoparticles,supported,208.0,2.0,K,OH,0.0,0.45,5.0,434.0,-0.3290953298176815
False,False,False,True,False,False,False,False,False,derived carbon-based,3D special,nanoparticles,supported,208.0,2.0,K,OH,0.0,0.45,10.0,368.0,-0.4308443438685293
False,False,False,True,False,False,False,False,False,derived carbon-based,3D special,nanoparticles,supported,208.0,2.0,K,OH,0.0,0.45,15.0,324.0,-0.4986770199024279
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,24.2,2.0,Li,OH,0.0,0.55,5.0,1725.0,1.6611770510860235
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,24.2,2.0,Li,OH,0.0,0.55,10.0,1584.0,1.4438041574319396
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,24.2,2.0,Li,OH,0.0,0.55,15.0,1489.0,1.2973472432678406
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,24.2,2.0,Li,OH,0.0,0.55,20.0,1411.0,1.177098408480475
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,24.2,2.0,Li,OH,0.0,0.55,30.0,1293.0,0.9951835045713834
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,24.2,2.0,Li,OH,0.0,0.55,40.0,1193.0,0.8410183317670684
False,False,False,False,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,19.9,6.0,K,OH,0.0,0.55,2.0,1073.0,0.6560201244018906
False,False,False,False,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,19.9,6.0,K,OH,0.0,0.55,3.0,913.0,0.40935584791498675
False,False,False,False,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,19.9,6.0,K,OH,0.0,0.55,5.0,745.0,0.15035835760373778
False,False,False,False,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,19.9,6.0,K,OH,0.0,0.55,7.0,618.0,-0.04543141185774214
False,False,False,False,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,19.9,6.0,K,OH,0.0,0.55,10.0,481.0,-0.2566376985996535
False,False,False,False,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.3,1.0,K,OH,0.0,0.45,1.0,783.0,0.20894112326937742
False,False,False,False,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.3,1.0,K,OH,0.0,0.45,2.0,590.0,-0.08859766024295031
False,False,False,False,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.3,1.0,K,OH,0.0,0.45,5.0,408.0,-0.36917827474680337
False,False,False,False,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.3,1.0,K,OH,0.0,0.45,10.0,310.0,-0.520260144095032
False,False,False,False,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.3,1.0,K,OH,0.0,0.45,20.0,237.0,-0.6328007202421818
False,False,False,False,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.3,1.0,K,OH,0.0,0.45,50.0,169.0,-0.7376330377491159
False,False,False,False,True,False,False,False,False,NoCP,NoCP,bulk,NoCP,66.5,6.0,K,OH,0.0,0.45,0.5,566.0,-0.12559730171598588
False,False,False,False,True,False,False,False,False,NoCP,NoCP,bulk,NoCP,66.5,6.0,K,OH,0.0,0.45,1.0,537.0,-0.1703052018292372
False,False,False,False,True,False,False,False,False,NoCP,NoCP,bulk,NoCP,66.5,6.0,K,OH,0.0,0.45,2.0,383.0,-0.4077195679478821
False,False,False,False,True,False,False,False,False,NoCP,NoCP,bulk,NoCP,66.5,6.0,K,OH,0.0,0.45,4.0,219.0,-0.6605504513469586
False,False,False,False,True,False,False,False,False,NoCP,NoCP,bulk,NoCP,66.5,6.0,K,OH,0.0,0.45,6.0,113.0,-0.8239655345195323
False,False,False,False,True,False,False,False,False,NoCP,NoCP,bulk,NoCP,66.5,6.0,K,OH,0.0,0.45,8.0,48.0,-0.9241728968423369
False,False,False,False,True,False,False,False,False,NoCP,NoCP,bulk,NoCP,66.5,6.0,K,OH,0.0,0.45,10.0,29.0,-0.9534642796751568
False,False,False,False,True,False,True,False,False,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,0.5,645.0,-0.003806815200577118
False,False,False,False,True,False,True,False,False,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,1.0,594.0,-0.08243105333077771
False,False,False,False,True,False,True,False,False,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,2.0,426.0,-0.34142854364202674
False,False,False,False,True,False,True,False,False,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,4.0,317.0,-0.5094685819987299
False,False,False,False,True,False,True,False,False,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,6.0,253.0,-0.6081342925934915
False,False,False,False,True,False,True,False,False,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,8.0,201.0,-0.6883001824517352
False,False,False,False,True,False,True,False,False,G-based,2D,irregular nanoparticles,supported,119.6,6.0,K,OH,0.0,0.45,10.0,128.0,-0.800840758598885
False,False,False,False,True,False,False,False,False,NoCP,NoCP,flower-like clusters,NoCP,11.4,2.0,Li,OH,0.0,0.6,1.0,1355.0,1.0907659117100585
False,False,False,False,True,False,False,False,False,NoCP,NoCP,flower-like clusters,NoCP,11.4,2.0,Li,OH,0.0,0.6,2.0,1240.0,0.9134759629850965
False,False,False,False,True,False,False,False,False,NoCP,NoCP,flower-like clusters,NoCP,11.4,2.0,Li,OH,0.0,0.6,5.0,1133.0,0.7485192280844796
False,False,False,False,True,False,False,False,False,NoCP,NoCP,flower-like clusters,NoCP,11.4,2.0,Li,OH,0.0,0.6,10.0,1050.0,0.6205621346568981
False,False,False,False,True,False,False,False,False,NoCP,NoCP,flower-like clusters,NoCP,11.4,2.0,Li,OH,0.0,0.6,15.0,1000.0,0.5434795482547408
False,False,False,False,True,False,False,False,False,NoCP,NoCP,flower-like clusters,NoCP,11.4,2.0,Li,OH,0.0,0.6,20.0,967.0,0.4926050412293168
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,59.2,6.0,K,OH,0.0,0.55,1.0,1020.0,0.5743125828156037
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,59.2,6.0,K,OH,0.0,0.55,2.0,821.0,0.26752388893501705
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,59.2,6.0,K,OH,0.0,0.55,3.0,729.0,0.12569192995504738
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,59.2,6.0,K,OH,0.0,0.55,5.0,644.0,-0.005348466928620267
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,59.2,6.0,K,OH,0.0,0.55,7.0,602.0,-0.07009783950643252
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,59.2,6.0,K,OH,0.0,0.55,10.0,535.0,-0.17338850528532349
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,12.4,2.0,K,OH,0.0,0.4,2.0,1541.0,1.3775131331260841
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,12.4,2.0,K,OH,0.0,0.4,3.0,1421.0,1.1925149257609065
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,12.4,2.0,K,OH,0.0,0.4,4.0,1349.0,1.0815160013417997
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,12.4,2.0,K,OH,0.0,0.4,8.0,1213.0,0.8718513663279315
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,12.4,2.0,K,OH,0.0,0.4,10.0,1150.0,0.7747273074612131
False,False,False,False,True,False,False,False,False,NoCP,NoCP,hollow morph,NoCP,12.4,2.0,K,OH,0.0,0.4,20.0,874.0,0.34923143052130395
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.4,2.0,K,OH,0.0,0.4,2.0,1660.0,1.560969688763219
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.4,2.0,K,OH,0.0,0.4,3.0,1528.0,1.3574716606615234
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.4,2.0,K,OH,0.0,0.4,4.0,1449.0,1.2356811741461144
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.4,2.0,K,OH,0.0,0.4,8.0,1326.0,1.0460580115968072
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.4,2.0,K,OH,0.0,0.4,10.0,1263.0,0.9489339527300888
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,6.4,2.0,K,OH,0.0,0.4,20.0,942.0,0.45406374802823807
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,29.9,2.0,K,OH,0.0,0.4,2.0,2141.0,2.3025041699519737
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,29.9,2.0,K,OH,0.0,0.4,3.0,2102.0,2.242379752558291
