Ti,V,Fe,Co,Ni,Zr,Mo,Sn,W,CM_type,CM_morph,MS2_morph,CP_morph,SSA,C,Cation,Anion,P_low,P_high,CD,Cs,Cs_zscore
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,29.9,2.0,K,OH,0.0,0.4,4.0,2030.0,2.131380828139184
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,29.9,2.0,K,OH,0.0,0.4,8.0,1857.0,1.8646750791877194
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,29.9,2.0,K,OH,0.0,0.4,10.0,1797.0,1.7721759755051303
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,29.9,2.0,K,OH,0.0,0.4,20.0,1560.0,1.406804515958904
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,20.8,2.0,K,OH,0.0,0.4,2.0,1822.0,1.810717268706209
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,20.8,2.0,K,OH,0.0,0.4,3.0,1715.0,1.645760533805592
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,20.8,2.0,K,OH,0.0,0.4,4.0,1670.0,1.5763862060436504
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,20.8,2.0,K,OH,0.0,0.4,8.0,1486.0,1.292722288083711
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,20.8,2.0,K,OH,0.0,0.4,10.0,1402.0,1.1632235429280866
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,20.8,2.0,K,OH,0.0,0.4,20.0,1187.0,0.8317684213988096
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.2,2.0,K,OH,0.0,0.4,2.0,1437.0,1.2171813534095968
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.2,2.0,K,OH,0.0,0.4,3.0,1397.0,1.1555152842878709
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.2,2.0,K,OH,0.0,0.4,4.0,1349.0,1.0815160013417997
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.2,2.0,K,OH,0.0,0.4,8.0,1192.0,0.8394766800390253
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.2,2.0,K,OH,0.0,0.4,10.0,1126.0,0.7377276659881775
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.2,2.0,K,OH,0.0,0.4,20.0,835.0,0.28910701312762116
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,12.9,2.0,K,OH,0.0,0.4,2.0,1831.0,1.8245921342585973
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,12.9,2.0,K,OH,0.0,0.4,3.0,1575.0,1.4299292918795512
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,12.9,2.0,K,OH,0.0,0.4,4.0,1560.0,1.406804515958904
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,12.9,2.0,K,OH,0.0,0.4,8.0,1345.0,1.075349394429627
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,12.9,2.0,K,OH,0.0,0.4,10.0,1247.0,0.9242675250813985
False,False,False,True,True,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,12.9,2.0,K,OH,0.0,0.4,20.0,908.0,0.401647589274771
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.1,2.0,K,OH,0.0,0.4,2.0,485.0,-0.25047109168748094
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.1,2.0,K,OH,0.0,0.4,3.0,464.0,-0.28284577797638705
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.1,2.0,K,OH,0.0,0.4,4.0,446.0,-0.31059550908116373
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.1,2.0,K,OH,0.0,0.4,8.0,375.0,-0.4200527817722273
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.1,2.0,K,OH,0.0,0.4,10.0,354.0,-0.45242746806113343
False,False,False,True,False,False,False,False,False,NoCP,NoCP,irregular nanoparticles,NoCP,25.1,2.0,K,OH,0.0,0.4,20.0,254.0,-0.6065926408654483
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,46.0,6.0,K,OH,0.0,0.5,1.0,1443.0,1.2264312637778556
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,46.0,6.0,K,OH,0.0,0.5,2.0,1027.0,0.5851041449119058
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,46.0,6.0,K,OH,0.0,0.5,5.0,729.0,0.12569192995504738
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,46.0,6.0,K,OH,0.0,0.5,10.0,475.0,-0.2658876089679124
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,46.0,6.0,K,OH,0.0,0.5,20.0,239.0,-0.6297174167860955
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,126.0,6.0,K,OH,0.0,0.5,1.0,1652.0,1.5486364749388737
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,126.0,6.0,K,OH,0.0,0.5,2.0,1155.0,0.7824355661014288
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,126.0,6.0,K,OH,0.0,0.5,5.0,926.0,0.4293973203795477
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,126.0,6.0,K,OH,0.0,0.5,10.0,768.0,0.18581634734873018
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,126.0,6.0,K,OH,0.0,0.5,20.0,594.0,-0.08243105333077771
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,111.0,6.0,K,OH,0.0,0.5,1.0,1467.0,1.2634309052508912
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,111.0,6.0,K,OH,0.0,0.5,2.0,1061.0,0.6375203036653728
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,111.0,6.0,K,OH,0.0,0.5,5.0,864.0,0.3338149132408725
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,111.0,6.0,K,OH,0.0,0.5,10.0,684.0,0.056317602193105686
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,111.0,6.0,K,OH,0.0,0.5,20.0,406.0,-0.3722615782028897
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,87.0,6.0,K,OH,0.0,0.5,1.0,1362.0,1.1015574738063607
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,87.0,6.0,K,OH,0.0,0.5,2.0,968.0,0.49414669295735997
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,87.0,6.0,K,OH,0.0,0.5,5.0,734.0,0.13340018859526312
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,87.0,6.0,K,OH,0.0,0.5,10.0,556.0,-0.14101381899641738
False,False,False,False,True,False,False,False,False,G-based,3D special,irregular nanoparticles,embedded,87.0,6.0,K,OH,0.0,0.5,20.0,345.0,-0.46630233361352175
False,False,False,False,True,False,False,False,False,derived carbon-based,1D fibers,irregular nanoparticles,interconnection,62.6,6.0,K,OH,0.0,0.5,0.5,500.0,-0.2273463157668337
False,False,False,False,True,False,False,False,False,derived carbon-based,1D fibers,irregular nanoparticles,interconnection,62.6,6.0,K,OH,0.0,0.5,1.0,456.0,-0.29517899180073226
False,False,False,False,True,False,False,False,False,derived carbon-based,1D fibers,irregular nanoparticles,interconnection,62.6,6.0,K,OH,0.0,0.5,2.0,408.0,-0.36917827474680337
False,False,False,False,True,False,False,False,False,derived carbon-based,1D fibers,irregular nanoparticles,interconnection,62.6,6.0,K,OH,0.0,0.5,3.0,376.0,-0.41851113004418417
False,False,False,False,True,False,False,False,False,derived carbon-based,1D fibers,irregular nanoparticles,interconnection,62.6,6.0,K,OH,0.0,0.5,5.0,330.0,-0.489427109534169
False,False,False,False,True,False,False,False,False,NoCP,NoCP,bulk,NoCP,18.5,6.0,K,OH,0.0,0.4,3.0,834.0,0.287565361399578
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,2.0,2212.0,2.411961442643037
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,3.0,1634.0,1.5208867438340972
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,4.0,1488.0,1.2958055915397975
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,5.0,1412.0,1.178640060208518
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,7.0,1136.0,0.753144183268609
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,10.0,978.0,0.5095632102377915
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,supported,107.8,6.0,K,OH,0.0,0.5,10.0,933.0,0.44018888247584975
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,irregular nanoparticles,supported,107.8,6.0,K,OH,0.0,0.5,20.0,622.0,-0.03926480494556954
False,False,False,False,True,False,False,False,False,CNF,1D fibers,flower-like clusters,supported,72.6,3.0,K,OH,0.0,0.4,0.4,1168.0,0.8024770385659897
False,False,False,False,True,False,False,False,False,CNF,1D fibers,flower-like clusters,supported,72.6,3.0,K,OH,0.0,0.4,0.8,1074.0,0.6575617761299337
False,False,False,False,True,False,False,False,False,CNF,1D fibers,flower-like clusters,supported,72.6,3.0,K,OH,0.0,0.4,1.0,868.0,0.33998152015304506
False,False,False,False,True,False,False,False,False,CNF,1D fibers,flower-like clusters,supported,72.6,3.0,K,OH,0.0,0.4,2.0,679.0,0.04860934355288994
False,False,False,False,True,False,False,False,False,CNF,1D fibers,flower-like clusters,supported,72.6,3.0,K,OH,0.0,0.4,5.0,582.0,-0.10093087406729549
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,0.5,650.0,0.003901443439638626
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,1.0,643.0,-0.006890118656663416
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,2.0,614.0,-0.05159801876991473
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,3.0,584.0,-0.0978475706112092
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,4.0,546.0,-0.15643033627684885
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,5.0,509.0,-0.21347145021444536
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,0.5,901.0,0.390856027178469
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,1.0,895.0,0.3816061168102101
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,2.0,848.0,0.3091484855921821
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,3.0,800.0,0.23514920264611094
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,4.0,736.0,0.13648349205134944
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,5.0,672.0,0.0378177814565879
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,0.5,1573.0,1.426845988423465
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,1.0,1430.0,1.2063897913132948
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,2.0,1251.0,0.9304341319935711
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,3.0,1128.0,0.7408109694442637
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,4.0,1024.0,0.5804791897277763
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,5.0,930.0,0.4355639272917203
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,0.5,729.0,0.12569192995504738
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,1.0,678.0,0.0470676918248468
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,2.0,614.0,-0.05159801876991473
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,3.0,549.0,-0.1518053810927194
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,4.0,478.0,-0.261262653783783
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,5.0,419.0,-0.35222010573832874
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,hollow morph,coated,18.0,2.0,K,OH,0.0,0.4,1.0,1708.0,1.6349689717092901
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,hollow morph,coated,18.0,2.0,K,OH,0.0,0.4,10.0,701.0,0.08252568156983922
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,1.0,1843.0,1.8430919549951152
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,2.0,1743.0,1.6889267821908003
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,3.0,1661.0,1.562511340491262
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,5.0,1537.0,1.3713465262139117
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,7.0,1414.0,1.1817233636646043
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,10.0,1280.0,0.9751420321068224
False,False,False,False,True,False,False,False,False,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,15.0,1122.0,0.7315610590760049
False,False,False,False,False,True,False,False,False,NoCP,NoCP,bulk,NoCP,32.0,2.0,K,OH,-0.1,0.55,1.0,814.0,0.25673232683871505
False,False,False,False,False,True,False,False,False,NoCP,NoCP,bulk,NoCP,32.0,2.0,K,OH,-0.1,0.55,1.0,638.0,-0.01459837729687916
False,False,False,False,False,True,False,False,False,NoCP,NoCP,bulk,NoCP,32.0,2.0,K,OH,-0.1,0.55,1.0,515.0,-0.20422153984618646
False,False,False,False,False,True,False,False,False,G-based,2D,bulk,supported,59.0,2.0,K,OH,-0.1,0.55,1.0,1238.0,0.9103926595290102
False,False,False,False,False,True,False,False,False,G-based,2D,bulk,supported,59.0,2.0,K,OH,-0.1,0.55,2.0,784.0,0.21048277499742057
False,False,False,False,False,True,False,False,False,G-based,2D,bulk,supported,59.0,2.0,K,OH,-0.1,0.55,3.0,565.0,-0.12713895344402903
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,12.7,1.0,Na,SO4,-0.8,-0.3,1.0,100.0,-0.8440070069840933
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,12.7,1.0,Na,SO4,-0.8,-0.3,2.0,89.0,-0.8609651759925678
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,12.7,1.0,Na,SO4,-0.8,-0.3,3.0,83.0,-0.8702150863608268
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,12.7,1.0,Na,SO4,-0.8,-0.3,5.0,77.0,-0.8794649967290856
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,12.7,1.0,Na,SO4,-0.8,-0.3,7.0,72.0,-0.8871732553693014
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,12.7,1.0,Na,SO4,-0.8,-0.3,10.0,66.0,-0.8964231657375603
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,12.7,1.0,Na,SO4,-0.8,-0.3,15.0,58.0,-0.9087563795619055
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,12.7,1.0,Na,SO4,-0.8,-0.3,20.0,52.0,-0.9180062899301644
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,19.5,1.0,Na,SO4,-0.8,-0.3,1.0,180.0,-0.7206748687406414
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,19.5,1.0,Na,SO4,-0.8,-0.3,2.0,141.0,-0.7807992861343241
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,19.5,1.0,Na,SO4,-0.8,-0.3,3.0,130.0,-0.7977574551427987
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,19.5,1.0,Na,SO4,-0.8,-0.3,5.0,119.0,-0.8147156241512734
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,19.5,1.0,Na,SO4,-0.8,-0.3,7.0,113.0,-0.8239655345195323
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,19.5,1.0,Na,SO4,-0.8,-0.3,10.0,105.0,-0.8362987483438775
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,19.5,1.0,Na,SO4,-0.8,-0.3,15.0,95.0,-0.851715265624309
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,19.5,1.0,Na,SO4,-0.8,-0.3,20.0,86.0,-0.8655901311766974
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,22.0,1.0,H,SO4,-0.1,0.6,0.5,148.0,-0.7700077240380221
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,22.0,1.0,H,SO4,-0.1,0.6,1.0,136.0,-0.7885075447745399
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,22.0,1.0,H,SO4,-0.1,0.6,2.0,123.0,-0.8085490172391008
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,22.0,1.0,H,SO4,-0.1,0.6,5.0,113.0,-0.8239655345195323
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,22.0,1.0,H,SO4,-0.1,0.6,10.0,102.0,-0.8409237035280069
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,22.0,1.0,H,SO4,-0.1,0.6,20.0,97.0,-0.8486319621682227
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,22.0,1.0,H,SO4,-0.1,0.6,30.0,94.0,-0.8532569173523521
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,18.7,1.0,K,Cl,-0.9,0.2,0.5,178.0,-0.7237581721967277
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,18.7,1.0,K,Cl,-0.9,0.2,1.0,168.0,-0.7391746894771591
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,18.7,1.0,K,Cl,-0.9,0.2,2.0,159.0,-0.7530495550295475
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,18.7,1.0,K,Cl,-0.9,0.2,4.0,148.0,-0.7700077240380221
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,21.1,1.0,Na,SO4,-0.8,0.2,1.0,129.0,-0.7992991068708419
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,21.1,1.0,Na,SO4,-0.8,0.2,1.5,115.0,-0.820882231063446
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,21.1,1.0,Na,SO4,-0.8,0.2,3.0,102.0,-0.8409237035280069
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,21.1,1.0,Na,SO4,-0.8,0.2,5.0,92.0,-0.8563402208084384
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,21.1,1.0,Na,SO4,-0.8,0.2,10.0,74.0,-0.8840899519132152
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,6.6,1.0,Na,SO4,-0.8,0.2,0.1,226.0,-0.6497588892506565
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,6.6,1.0,Na,SO4,-0.8,0.2,0.2,151.0,-0.7653827688538927
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,6.6,1.0,Na,SO4,-0.8,0.2,0.3,134.0,-0.7915908482306262
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,6.6,1.0,Na,SO4,-0.8,0.2,0.5,102.0,-0.8409237035280069
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,6.6,1.0,Na,SO4,-0.8,0.2,0.6,85.0,-0.8671317829047405
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,6.6,1.0,Na,SO4,-0.8,0.2,0.7,75.0,-0.8825483001851719
False,False,False,False,False,False,True,False,False,NoCP,NoCP,nanosheets,NoCP,6.6,1.0,Na,SO4,-0.8,0.2,1.0,35.0,-0.944214369306898
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.1,270.0,-0.581926213216758
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.2,240.0,-0.6281757650580524
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.3,180.0,-0.7206748687406414
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.5,155.0,-0.75921616194172
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.6,136.0,-0.7885075447745399
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.7,126.0,-0.8039240620549714
False,False,False,False,False,False,True,False,False,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,1.0,90.0,-0.8594235242645247
False,False,False,False,False,False,True,False,False,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,0.5,225.0,-0.6513005409786996
False,False,False,False,False,False,True,False,False,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,1.0,215.0,-0.6667170582591311
False,False,False,False,False,False,True,False,False,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,2.0,131.0,-0.7962158034147556
False,False,False,False,False,False,True,False,False,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,3.0,120.0,-0.8131739724232303
False,False,False,False,False,False,True,False,False,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,4.0,112.0,-0.8255071862475755
False,False,False,False,False,False,True,False,False,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,5.0,106.0,-0.8347570966158343
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,30.0,3.0,K,OH,0.0,0.42,1.0,159.0,-0.7530495550295475
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,30.0,3.0,K,OH,0.0,0.42,2.0,149.0,-0.768466072309979
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,30.0,3.0,K,OH,0.0,0.42,3.0,135.0,-0.790049196502583
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,30.0,3.0,K,OH,0.0,0.42,5.0,124.0,-0.8070073655110577
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,30.0,3.0,K,OH,0.0,0.42,10.0,112.0,-0.8255071862475755
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,30.0,3.0,K,OH,0.0,0.42,20.0,99.0,-0.8455486587121364
False,False,False,False,False,False,True,False,False,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,1.0,453.0,-0.2998039469848617
False,False,False,False,False,False,True,False,False,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,2.0,404.0,-0.375344881658976
False,False,False,False,False,False,True,False,False,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,3.0,395.0,-0.3892197472113643
False,False,False,False,False,False,True,False,False,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,5.0,386.0,-0.4030946127637527
False,False,False,False,False,False,True,False,False,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,10.0,318.0,-0.5079269302706868
False,False,False,False,False,False,True,False,False,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,20.0,273.0,-0.5773012580326284
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,9.3,6.0,K,OH,0.0,0.5,2.0,109.0,-0.8301321414317049
False,False,False,False,False,False,True,False,False,NoCP,NoCP,flower-like clusters,NoCP,9.3,6.0,K,OH,0.0,0.5,5.0,100.0,-0.8440070069840933
