Z,Period,Group,EN,CR,CM_type,CM_morph,MS2_morph,CP_morph,SSA,C,Cation,Anion,PW,CD,Cs
28,4,10,1.91,1.17,2,4,3,2,46.0,6.0,K,OH,0.5,1.0,1443.0
28,4,10,1.91,1.17,2,4,3,2,46.0,6.0,K,OH,0.5,2.0,1027.0
28,4,10,1.91,1.17,2,4,3,2,46.0,6.0,K,OH,0.5,5.0,729.0
28,4,10,1.91,1.17,2,4,3,2,46.0,6.0,K,OH,0.5,10.0,475.0
28,4,10,1.91,1.17,2,4,3,2,46.0,6.0,K,OH,0.5,20.0,239.0
28,4,10,1.91,1.17,2,4,3,2,126.0,6.0,K,OH,0.5,1.0,1652.0
28,4,10,1.91,1.17,2,4,3,2,126.0,6.0,K,OH,0.5,2.0,1155.0
28,4,10,1.91,1.17,2,4,3,2,126.0,6.0,K,OH,0.5,5.0,926.0
28,4,10,1.91,1.17,2,4,3,2,126.0,6.0,K,OH,0.5,10.0,768.0
28,4,10,1.91,1.17,2,4,3,2,126.0,6.0,K,OH,0.5,20.0,594.0
28,4,10,1.91,1.17,2,4,3,2,111.0,6.0,K,OH,0.5,1.0,1467.0
28,4,10,1.91,1.17,2,4,3,2,111.0,6.0,K,OH,0.5,2.0,1061.0
28,4,10,1.91,1.17,2,4,3,2,111.0,6.0,K,OH,0.5,5.0,864.0
28,4,10,1.91,1.17,2,4,3,2,111.0,6.0,K,OH,0.5,10.0,684.0
28,4,10,1.91,1.17,2,4,3,2,111.0,6.0,K,OH,0.5,20.0,406.0
28,4,10,1.91,1.17,2,4,3,2,87.0,6.0,K,OH,0.5,1.0,1362.0
28,4,10,1.91,1.17,2,4,3,2,87.0,6.0,K,OH,0.5,2.0,968.0
28,4,10,1.91,1.17,2,4,3,2,87.0,6.0,K,OH,0.5,5.0,734.0
28,4,10,1.91,1.17,2,4,3,2,87.0,6.0,K,OH,0.5,10.0,556.0
28,4,10,1.91,1.17,2,4,3,2,87.0,6.0,K,OH,0.5,20.0,345.0
28,4,10,1.91,1.17,3,1,3,4,62.6,6.0,K,OH,0.5,0.5,500.0
28,4,10,1.91,1.17,3,1,3,4,62.6,6.0,K,OH,0.5,1.0,456.0
28,4,10,1.91,1.17,3,1,3,4,62.6,6.0,K,OH,0.5,2.0,408.0
28,4,10,1.91,1.17,3,1,3,4,62.6,6.0,K,OH,0.5,3.0,376.2
28,4,10,1.91,1.17,3,1,3,4,62.6,6.0,K,OH,0.5,5.0,330.0
28,4,10,1.91,1.17,0,0,0,0,18.5,6.0,K,OH,0.4,3.0,834.0
28,4,10,1.91,1.17,1,1,2,1,72.6,3.0,K,OH,0.4,0.4,1168.0
28,4,10,1.91,1.17,1,1,2,1,72.6,3.0,K,OH,0.4,0.8,1074.0
28,4,10,1.91,1.17,1,1,2,1,72.6,3.0,K,OH,0.4,1.0,868.0
28,4,10,1.91,1.17,1,1,2,1,72.6,3.0,K,OH,0.4,2.0,679.0
28,4,10,1.91,1.17,1,1,2,1,72.6,3.0,K,OH,0.4,5.0,582.0
28,4,10,1.91,1.17,3,3,4,4,12.0,2.0,K,OH,0.5,0.5,650.0
28,4,10,1.91,1.17,3,3,4,4,12.0,2.0,K,OH,0.5,1.0,643.0
28,4,10,1.91,1.17,3,3,4,4,12.0,2.0,K,OH,0.5,2.0,614.0
28,4,10,1.91,1.17,3,3,4,4,12.0,2.0,K,OH,0.5,3.0,584.0
28,4,10,1.91,1.17,3,3,4,4,12.0,2.0,K,OH,0.5,4.0,546.0
28,4,10,1.91,1.17,3,3,4,4,12.0,2.0,K,OH,0.5,5.0,509.0
28,4,10,1.91,1.17,3,3,4,4,43.5,2.0,K,OH,0.5,0.5,901.0
28,4,10,1.91,1.17,3,3,4,4,43.5,2.0,K,OH,0.5,1.0,895.0
28,4,10,1.91,1.17,3,3,4,4,43.5,2.0,K,OH,0.5,2.0,848.0
28,4,10,1.91,1.17,3,3,4,4,43.5,2.0,K,OH,0.5,3.0,800.0
28,4,10,1.91,1.17,3,3,4,4,43.5,2.0,K,OH,0.5,4.0,736.0
28,4,10,1.91,1.17,3,3,4,4,43.5,2.0,K,OH,0.5,5.0,672.0
28,4,10,1.91,1.17,3,3,4,4,52.2,2.0,K,OH,0.5,0.5,1573.0
28,4,10,1.91,1.17,3,3,4,4,52.2,2.0,K,OH,0.5,1.0,1430.0
28,4,10,1.91,1.17,3,3,4,4,52.2,2.0,K,OH,0.5,2.0,1251.0
28,4,10,1.91,1.17,3,3,4,4,52.2,2.0,K,OH,0.5,3.0,1128.0
28,4,10,1.91,1.17,3,3,4,4,52.2,2.0,K,OH,0.5,4.0,1024.0
28,4,10,1.91,1.17,3,3,4,4,52.2,2.0,K,OH,0.5,5.0,930.0
28,4,10,1.91,1.17,3,3,4,4,37.7,2.0,K,OH,0.5,0.5,729.0
28,4,10,1.91,1.17,3,3,4,4,37.7,2.0,K,OH,0.5,1.0,678.0
28,4,10,1.91,1.17,3,3,4,4,37.7,2.0,K,OH,0.5,2.0,614.0
28,4,10,1.91,1.17,3,3,4,4,37.7,2.0,K,OH,0.5,3.0,549.0
28,4,10,1.91,1.17,3,3,4,4,37.7,2.0,K,OH,0.5,4.0,478.0
28,4,10,1.91,1.17,3,3,4,4,37.7,2.0,K,OH,0.5,5.0,419.0
28,4,10,1.91,1.17,3,3,5,3,18.0,2.0,K,OH,0.4,1.0,1707.5
28,4,10,1.91,1.17,3,3,5,3,18.0,2.0,K,OH,0.4,10.0,701.25
28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,K,OH,0.4,1.0,1843.25
28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,K,OH,0.4,2.0,1742.75
28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,K,OH,0.4,3.0,1661.0
28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,K,OH,0.4,5.0,1537.0
28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,K,OH,0.4,7.0,1414.25
28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,K,OH,0.4,10.0,1280.25
28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,K,OH,0.4,15.0,1121.5
40,5,4,1.33,1.64,0,0,0,0,32.0,2.0,K,OH,0.65,1.0,813.5
40,5,4,1.33,1.64,0,0,0,0,32.0,2.0,K,OH,0.65,1.0,638.0
40,5,4,1.33,1.64,0,0,0,0,32.0,2.0,K,OH,0.65,1.0,515.0
40,5,4,1.33,1.64,2,2,0,1,59.0,2.0,K,OH,0.65,1.0,1238.0
40,5,4,1.33,1.64,2,2,0,1,59.0,2.0,K,OH,0.65,2.0,784.0
40,5,4,1.33,1.64,2,2,0,1,59.0,2.0,K,OH,0.65,3.0,565.0
42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,Na,SO4,0.5,1.0,100.0
42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,Na,SO4,0.5,2.0,89.0
42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,Na,SO4,0.5,3.0,83.0
42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,Na,SO4,0.5,5.0,77.0
42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,Na,SO4,0.5,7.0,72.0
42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,Na,SO4,0.5,10.0,66.0
42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,Na,SO4,0.5,15.0,58.0
42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,Na,SO4,0.5,20.0,52.0
42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,Na,SO4,0.5,1.0,180.0
42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,Na,SO4,0.5,2.0,141.0
42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,Na,SO4,0.5,3.0,130.0
42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,Na,SO4,0.5,5.0,119.0
42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,Na,SO4,0.5,7.0,113.0
42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,Na,SO4,0.5,10.0,105.0
42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,Na,SO4,0.5,15.0,95.0
42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,Na,SO4,0.5,20.0,86.0
42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,H,SO4,0.7,0.5,148.0
42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,H,SO4,0.7,1.0,136.0
42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,H,SO4,0.7,2.0,123.0
42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,H,SO4,0.7,5.0,113.0
42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,H,SO4,0.7,10.0,102.0
42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,H,SO4,0.7,20.0,97.0
42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,H,SO4,0.7,30.0,94.0
42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,Na,SO4,1.0,1.0,129.2
42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,Na,SO4,1.0,1.5,115.1
42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,Na,SO4,1.0,3.0,102.3
42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,Na,SO4,1.0,5.0,92.0
42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,Na,SO4,1.0,10.0,73.8
42,5,6,2.16,1.46,0,0,1,0,6.6,1.0,Na,SO4,1.0,0.1,226.1
42,5,6,2.16,1.46,0,0,1,0,6.6,1.0,Na,SO4,1.0,0.2,150.7
42,5,6,2.16,1.46,0,0,1,0,6.6,1.0,Na,SO4,1.0,0.3,133.8
42,5,6,2.16,1.46,0,0,1,0,6.6,1.0,Na,SO4,1.0,0.5,101.5
42,5,6,2.16,1.46,0,0,1,0,6.6,1.0,Na,SO4,1.0,0.6,85.4
42,5,6,2.16,1.46,0,0,1,0,6.6,1.0,Na,SO4,1.0,0.7,75.3
42,5,6,2.16,1.46,0,0,1,0,6.6,1.0,Na,SO4,1.0,1.0,34.6
42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,Na,SO4,0.7,0.5,225.0
42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,Na,SO4,0.7,1.0,214.8
42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,Na,SO4,0.7,2.0,131.0
42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,Na,SO4,0.7,3.0,120.0
42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,Na,SO4,0.7,4.0,112.0
42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,Na,SO4,0.7,5.0,106.0
42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,K,OH,0.42,1.0,159.0
42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,K,OH,0.42,2.0,149.0
42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,K,OH,0.42,3.0,135.0
42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,K,OH,0.42,5.0,124.0
42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,K,OH,0.42,10.0,112.0
42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,K,OH,0.42,20.0,99.0
42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,K,OH,0.42,1.0,452.7
42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,K,OH,0.42,2.0,404.3
42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,K,OH,0.42,3.0,395.4
42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,K,OH,0.42,5.0,386.3
42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,K,OH,0.42,10.0,318.1
42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,K,OH,0.42,20.0,272.7
42,5,6,2.16,1.46,0,0,2,0,9.3,6.0,K,OH,0.5,2.0,109.0
42,5,6,2.16,1.46,0,0,2,0,9.3,6.0,K,OH,0.5,5.0,100.0
42,5,6,2.16,1.46,0,0,2,0,9.3,6.0,K,OH,0.5,10.0,75.0
42,5,6,2.16,1.46,0,0,2,0,9.3,6.0,K,OH,0.5,15.0,61.0
42,5,6,2.16,1.46,2,2,2,1,10.3,6.0,K,OH,0.5,2.0,132.0
42,5,6,2.16,1.46,2,2,2,1,10.3,6.0,K,OH,0.5,5.0,111.0
42,5,6,2.16,1.46,2,2,2,1,10.3,6.0,K,OH,0.5,10.0,89.0
42,5,6,2.16,1.46,2,2,2,1,10.3,6.0,K,OH,0.5,15.0,66.0
42,5,6,2.16,1.46,2,2,2,1,15.0,6.0,K,OH,0.5,2.0,145.0
42,5,6,2.16,1.46,2,2,2,1,15.0,6.0,K,OH,0.5,5.0,132.0
42,5,6,2.16,1.46,2,2,2,1,15.0,6.0,K,OH,0.5,10.0,111.0
42,5,6,2.16,1.46,2,2,2,1,15.0,6.0,K,OH,0.5,15.0,98.0
42,5,6,2.16,1.46,2,2,2,1,26.1,6.0,K,OH,0.5,2.0,212.0
42,5,6,2.16,1.46,2,2,2,1,26.1,6.0,K,OH,0.5,5.0,155.0
42,5,6,2.16,1.46,2,2,2,1,26.1,6.0,K,OH,0.5,10.0,133.0
42,5,6,2.16,1.46,2,2,2,1,26.1,6.0,K,OH,0.5,15.0,105.0
42,5,6,2.16,1.46,2,2,2,1,13.3,6.0,K,OH,0.5,2.0,199.0
42,5,6,2.16,1.46,2,2,2,1,13.3,6.0,K,OH,0.5,5.0,136.0
42,5,6,2.16,1.46,2,2,2,1,13.3,6.0,K,OH,0.5,10.0,120.0
42,5,6,2.16,1.46,2,2,2,1,13.3,6.0,K,OH,0.5,15.0,100.0
42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,Na,SO4,1.0,1.0,119.0
42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,Na,SO4,1.0,1.5,108.0
42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,Na,SO4,1.0,3.0,94.0
42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,Na,SO4,1.0,5.0,85.0
42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,Na,SO4,1.0,10.0,71.0
42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,H,SO4,0.8,0.75,331.0
42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,H,SO4,0.8,1.0,310.0
42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,H,SO4,0.8,2.0,247.0
42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,H,SO4,0.8,3.0,231.0
42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,H,SO4,0.8,4.0,216.0
42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,H,SO4,0.8,5.0,206.0
42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,H,SO4,0.8,10.0,172.0
42,5,6,2.16,1.46,2,2,1,1,24.8,1.0,H,SO4,0.8,0.75,103.0
42,5,6,2.16,1.46,0,0,3,0,1.8,1.0,K,OH,0.6,2.0,173.0
42,5,6,2.16,1.46,0,0,3,0,1.8,1.0,K,OH,0.6,4.0,169.0
42,5,6,2.16,1.46,0,0,3,0,1.8,1.0,K,OH,0.6,6.0,146.0
42,5,6,2.16,1.46,0,0,3,0,1.8,1.0,K,OH,0.6,8.0,125.0
42,5,6,2.16,1.46,0,0,3,0,1.8,1.0,K,OH,0.6,10.0,111.0
42,5,6,2.16,1.46,0,0,3,0,1.8,1.0,K,OH,0.6,20.0,102.0
50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,K,OH,0.5,1.0,431.82
50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,K,OH,0.5,2.0,398.88
50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,K,OH,0.5,3.0,312.18
50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,K,OH,0.5,5.0,272.0
50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,K,OH,0.5,7.0,230.7
50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,K,OH,0.5,8.0,156.88
50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,K,OH,0.5,10.0,126.2
50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,K,OH,0.5,1.0,112.72
50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,K,OH,0.5,2.0,104.95
50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,K,OH,0.5,3.0,67.76
50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,K,OH,0.5,5.0,67.0
50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,K,OH,0.5,7.0,44.24
50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,K,OH,0.5,8.0,35.36
50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,K,OH,0.5,10.0,28.8
50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,K,OH,0.5,1.0,390.38
50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,K,OH,0.5,2.0,366.24
50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,K,OH,0.5,3.0,247.2
50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,K,OH,0.5,5.0,240.3
50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,K,OH,0.5,7.0,171.52
50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,K,OH,0.5,8.0,121.04
50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,K,OH,0.5,10.0,100.4
50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,K,OH,0.5,1.0,89.4
50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,K,OH,0.5,2.0,71.3
50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,K,OH,0.5,4.0,64.9
50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,K,OH,0.5,10.0,50.6
50,5,14,1.96,1.4,0,0,3,0,52.4,2.0,K,OH,0.42,1.0,497.0
50,5,14,1.96,1.4,0,0,3,0,52.4,2.0,K,OH,0.42,1.5,471.0
50,5,14,1.96,1.4,0,0,3,0,52.4,2.0,K,OH,0.42,2.0,454.0
50,5,14,1.96,1.4,0,0,3,0,52.4,2.0,K,OH,0.42,2.5,437.0
50,5,14,1.96,1.4,0,0,3,0,52.4,2.0,K,OH,0.42,3.0,429.0
50,5,14,1.96,1.4,0,0,3,0,52.4,2.0,K,OH,0.42,5.0,343.0
50,5,14,1.96,1.4,1,4,3,4,64.3,2.0,K,OH,0.42,1.0,938.0
50,5,14,1.96,1.4,1,4,3,4,64.3,2.0,K,OH,0.42,1.5,906.0
50,5,14,1.96,1.4,1,4,3,4,64.3,2.0,K,OH,0.42,2.0,882.0
50,5,14,1.96,1.4,1,4,3,4,64.3,2.0,K,OH,0.42,2.5,857.0
50,5,14,1.96,1.4,1,4,3,4,64.3,2.0,K,OH,0.42,3.0,803.0
50,5,14,1.96,1.4,1,4,3,4,64.3,2.0,K,OH,0.42,3.5,774.0
50,5,14,1.96,1.4,1,4,3,4,64.3,2.0,K,OH,0.42,4.0,730.0
50,5,14,1.96,1.4,1,4,3,4,64.3,2.0,K,OH,0.42,4.5,704.0
50,5,14,1.96,1.4,1,4,3,4,64.3,2.0,K,OH,0.42,5.0,682.0
50,5,14,1.96,1.4,0,0,3,0,25.0,1.0,Li,SO4,1.0,1.0,45.65
50,5,14,1.96,1.4,0,0,3,0,25.0,1.0,Na,SO4,1.0,1.0,18.4
50,5,14,1.96,1.4,0,0,3,0,25.0,1.0,K,OH,1.0,1.0,62.85
50,5,14,1.96,1.4,0,0,2,0,42.0,1.0,Li,SO4,1.0,1.0,112.0
50,5,14,1.96,1.4,0,0,2,0,42.0,1.0,Na,SO4,1.0,1.0,19.74
50,5,14,1.96,1.4,0,0,2,0,42.0,1.0,K,OH,1.0,1.0,89.14
50,5,14,1.96,1.4,0,0,4,0,72.4,1.0,Na,OH,0.8,3.0,165.2
50,5,14,1.96,1.4,0,0,4,0,72.4,1.0,Na,OH,0.8,3.5,160.0
50,5,14,1.96,1.4,0,0,4,0,72.4,1.0,Na,OH,0.8,5.0,131.3
50,5,14,1.96,1.4,0,0,4,0,72.4,1.0,Na,OH,0.8,10.0,122.0
50,5,14,1.96,1.4,0,0,4,0,72.4,1.0,Na,OH,0.8,20.0,108.0
50,5,14,1.96,1.4,0,0,1,0,44.6,2.0,K,OH,0.6,1.0,85.4
50,5,14,1.96,1.4,0,0,1,0,44.6,2.0,K,OH,0.6,2.0,47.7
50,5,14,1.96,1.4,0,0,1,0,44.6,2.0,K,OH,0.6,3.0,32.5
50,5,14,1.96,1.4,0,0,1,0,44.6,2.0,K,OH,0.6,4.0,17.0
50,5,14,1.96,1.4,0,0,1,0,44.6,2.0,K,OH,0.6,5.0,14.8
50,5,14,1.96,1.4,2,2,1,3,115.0,2.0,K,OH,0.6,1.0,565.0
50,5,14,1.96,1.4,2,2,1,3,115.0,2.0,K,OH,0.6,2.0,367.0
50,5,14,1.96,1.4,2,2,1,3,115.0,2.0,K,OH,0.6,3.0,288.0
50,5,14,1.96,1.4,2,2,1,3,115.0,2.0,K,OH,0.6,4.0,232.0
50,5,14,1.96,1.4,2,2,1,3,115.0,2.0,K,OH,0.6,5.0,195.0
50,5,14,1.96,1.4,0,0,3,0,78.2,2.0,K,OH,0.45,0.3,124.79
50,5,14,1.96,1.4,0,0,3,0,78.2,2.0,K,OH,0.45,0.5,121.18
50,5,14,1.96,1.4,0,0,3,0,78.2,2.0,K,OH,0.45,1.0,106.53
50,5,14,1.96,1.4,0,0,3,0,78.2,2.0,K,OH,0.45,3.0,77.42
50,5,14,1.96,1.4,0,0,3,0,78.2,2.0,K,OH,0.45,5.0,65.32
50,5,14,1.96,1.4,0,0,3,0,78.2,2.0,K,OH,0.45,10.0,49.45
50,5,14,1.96,1.4,2,2,3,1,41.8,2.0,K,OH,0.45,0.3,273.54
50,5,14,1.96,1.4,2,2,3,1,41.8,2.0,K,OH,0.45,0.5,232.97
50,5,14,1.96,1.4,2,2,3,1,41.8,2.0,K,OH,0.45,1.0,201.33
50,5,14,1.96,1.4,2,2,3,1,41.8,2.0,K,OH,0.45,3.0,155.62
50,5,14,1.96,1.4,2,2,3,1,41.8,2.0,K,OH,0.45,5.0,134.48
50,5,14,1.96,1.4,2,2,3,1,41.8,2.0,K,OH,0.45,10.0,101.31
74,6,6,1.7,1.5,0,0,3,0,16.6,2.0,K,OH,0.6,0.75,241.5
74,6,6,1.7,1.5,0,0,3,0,16.6,2.0,K,OH,0.6,1.0,208.13
74,6,6,1.7,1.5,0,0,3,0,16.6,2.0,K,OH,0.6,2.0,177.8
74,6,6,1.7,1.5,0,0,3,0,16.6,2.0,K,OH,0.6,3.0,167.85
74,6,6,1.7,1.5,0,0,3,0,16.6,2.0,K,OH,0.6,4.0,160.06
74,6,6,1.7,1.5,0,0,3,0,16.6,2.0,K,OH,0.6,5.0,155.08
74,6,6,1.7,1.5,0,0,3,0,16.6,2.0,K,OH,0.6,6.0,150.0
74,6,6,1.7,1.5,0,0,3,0,16.6,2.0,K,OH,0.6,7.0,147.58
74,6,6,1.7,1.5,0,0,3,0,16.6,2.0,K,OH,0.6,10.0,139.0
74,6,6,1.7,1.5,0,0,1,0,5.2,3.0,K,OH,0.55,1.0,261.8
74,6,6,1.7,1.5,0,0,1,0,5.2,3.0,K,OH,0.55,1.5,220.9
74,6,6,1.7,1.5,0,0,1,0,5.2,3.0,K,OH,0.55,2.0,163.6
74,6,6,1.7,1.5,0,0,1,0,5.2,3.0,K,OH,0.55,2.5,86.3
74,6,6,1.7,1.5,0,0,1,0,5.2,3.0,K,OH,0.55,3.0,65.4
74,6,6,1.7,1.5,0,0,2,0,39.9,1.0,H,SO4,0.9,0.5,156.0
74,6,6,1.7,1.5,0,0,2,0,39.9,1.0,H,SO4,0.9,0.8,113.3
74,6,6,1.7,1.5,0,0,2,0,39.9,1.0,H,SO4,0.9,1.0,95.6
74,6,6,1.7,1.5,0,0,2,0,39.9,1.0,H,SO4,0.9,3.0,74.3
74,6,6,1.7,1.5,0,0,2,0,39.9,1.0,H,SO4,0.9,5.0,69.6
74,6,6,1.7,1.5,0,0,2,0,12.8,1.0,K,OH,0.8,0.25,243.8
74,6,6,1.7,1.5,0,0,2,0,12.8,1.0,K,OH,0.8,0.5,236.0
74,6,6,1.7,1.5,0,0,2,0,12.8,1.0,K,OH,0.8,1.0,228.2
74,6,6,1.7,1.5,0,0,2,0,12.8,1.0,K,OH,0.8,2.0,220.0
74,6,6,1.7,1.5,0,0,2,0,12.8,1.0,K,OH,0.8,5.0,208.0
74,6,6,1.7,1.5,0,0,3,0,3.6,2.0,K,OH,0.6,0.2,264.8
74,6,6,1.7,1.5,0,0,3,0,3.6,2.0,K,OH,0.6,0.5,244.9
74,6,6,1.7,1.5,0,0,3,0,3.6,2.0,K,OH,0.6,1.0,220.7
74,6,6,1.7,1.5,0,0,3,0,3.6,2.0,K,OH,0.6,2.0,205.5
74,6,6,1.7,1.5,0,0,3,0,3.6,2.0,K,OH,0.6,4.0,175.4
74,6,6,1.7,1.5,0,0,3,0,3.6,2.0,K,OH,0.6,10.0,134.5
74,6,6,1.7,1.5,0,0,0,0,7.2,1.0,Na,OH,0.8,0.5,62.2
74,6,6,1.7,1.5,0,0,0,0,7.2,1.0,Na,OH,0.8,1.0,60.2
74,6,6,1.7,1.5,0,0,0,0,7.2,1.0,Na,OH,0.8,2.0,57.0
74,6,6,1.7,1.5,0,0,0,0,7.2,1.0,Na,OH,0.8,5.0,52.6
74,6,6,1.7,1.5,0,0,0,0,7.2,1.0,Na,OH,0.8,10.0,48.6
74,6,6,1.7,1.5,0,0,1,0,13.6,1.0,Na,OH,0.8,0.5,143.9
74,6,6,1.7,1.5,0,0,1,0,13.6,1.0,Na,OH,0.8,1.0,137.1
74,6,6,1.7,1.5,0,0,1,0,13.6,1.0,Na,OH,0.8,2.0,131.0
74,6,6,1.7,1.5,0,0,1,0,13.6,1.0,Na,OH,0.8,5.0,124.1
74,6,6,1.7,1.5,0,0,1,0,13.6,1.0,Na,OH,0.8,10.0,117.6
74,6,6,1.7,1.5,1,1,2,1,28.6,1.0,Na,OH,0.8,0.25,113.0
74,6,6,1.7,1.5,1,1,2,1,28.6,1.0,Na,OH,0.8,0.5,103.0
74,6,6,1.7,1.5,1,1,2,1,28.6,1.0,Na,OH,0.8,1.0,99.0
74,6,6,1.7,1.5,1,1,2,1,28.6,1.0,Na,OH,0.8,2.0,96.0
74,6,6,1.7,1.5,1,1,2,1,28.6,1.0,Na,OH,0.8,5.0,91.0
74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,K,OH,0.5,0.2,368.0
74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,K,OH,0.5,1.0,360.0
74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,K,OH,0.5,3.0,287.0
74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,K,OH,0.5,4.0,238.0
74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,K,OH,0.5,8.0,177.0
74,6,6,1.7,1.5,0,0,2,0,3.7,1.0,K,OH,0.5,10.0,142.0
74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,K,OH,0.5,0.2,604.0
74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,K,OH,0.5,1.0,600.0
74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,K,OH,0.5,2.0,527.0
74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,K,OH,0.5,4.0,476.0
74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,K,OH,0.5,8.0,391.0
74,6,6,1.7,1.5,1,1,2,1,10.8,1.0,K,OH,0.5,10.0,340.0
